parish,ward,precinct,poll_place_name,poll_place_location,office,district,city
St. Tammany,0,5/18,R C MILLING FIRE STATION,75174 HWY 1083,REP,74,COVINGTON
St. Tammany,0,5/19,R C MILLING FIRE STATION,75174 HWY 1083,REP,74,COVINGTON
St. Tammany,0,8/24,SIXTH WARD VOL FIRE STATION,73469 HWY 41,REP,74,PEARL RIVER
St. Tammany,0,8/25,REC DIST 7 COMMUNITY CENTER,67835 HWY 41,REP,74,PEARL RIVER
St. Tammany,0,8/26,REC DIST 7 COMMUNITY CENTER,67835 HWY 41,REP,74,PEARL RIVER
St. Tammany,0,8/28,REC DIST 7 COMMUNITY CENTER,67835 HWY 41,REP,74,PEARL RIVER
St. Tammany,0,8/31,ST TAMMANY ANIMAL SERV COMPLEX,31078 HWY 36,REP,74,LACOMBE
St. Tammany,0,A01,ABITA SPRINGS MIDDLE SCHOOL,72079 MAPLE ST.,REP,74,ABITA SPRINGS
St. Tammany,0,A02,ABITA SPRINGS ELEM SCHOOL,22410 LEVEL ST,REP,74,ABITA SPRINGS
St. Tammany,0,A02A,ABITA SPRINGS MIDDLE SCHOOL,72079 MAPLE ST.,REP,74,ABITA SPRINGS
St. Tammany,0,A03,ABITA SPRINGS ELEM SCHOOL,22410 LEVEL ST,REP,74,ABITA SPRINGS
St. Tammany,0,A04,ABITA SPRINGS MIDDLE SCHOOL,72079 MAPLE ST.,REP,74,ABITA SPRINGS
St. Tammany,0,C09,LYON ELEMENTARY SCHOOL,1615 N FLORIDA ST,REP,74,COVINGTON
St. Tammany,0,F01,FOLSOM ELEMENTARY SCHOOL,82144 HWY 25,REP,74,FOLSOM
St. Tammany,0,P01,PEARL RIVER COMMUNITY CENTER,39443 HWY 41 SPUR,REP,74,PEARL RIVER
Washington,1,1/1,EXPERIMENT STATION,41217 BETHEL RD,REP,75,FRANKLINTON
Washington,1,1/2,WASHINGTON PARISH FIRE DISTRICT NO. 1,17311 HIGHWAY 25,REP,75,FRANKLINTON
Washington,2,1/1,RURITAN NATIONAL CLUB,36101 TENNIS COURT RD,REP,75,MT HERMON
Washington,3,1/1,SCHOOL BOARD OFFICE,800 MAIN ST,REP,75,FRANKLINTON
Washington,3,1/2,FRANKLINTON JR HIGH,617 MAIN ST,REP,75,FRANKLINTON
Washington,3,1/3,FRANKLINTON HIGH SCHOOL,1 DEMON CIRCLE,REP,75,FRANKLINTON
Washington,3,03A,FRANKLINTON JR HIGH,617 MAIN ST,REP,75,FRANKLINTON
Washington,3,03B,FRANKLINTON JR HIGH,617 MAIN ST,REP,75,FRANKLINTON
Washington,3,03C,FRANKLINTON HIGH SCHOOL,1 DEMON CIRCLE,REP,75,FRANKLINTON
Washington,4,1/1,COLUMBIA STREET FIRE STATION,300 E FIFTH ST,REP,75,BOGALUSA
Washington,4,01A,ST PAUL AME CHURCH HALL,420 CHURCH ST,REP,75,BOGALUSA
Washington,4,02A,COLUMBIA STREET FIRE STATION,300 E FIFTH ST,REP,75,BOGALUSA
Washington,4,1/3,BYRD AVENUE SCHOOL,1600 BYRD AVE,REP,75,BOGALUSA
Washington,4,03B,LA TECH - SULLIVAN CAMPUS,1710 SULLIVAN DR,REP,75,BOGALUSA
Washington,4,1/4,BOGALUSA HIGH SCHOOL GIRL'S GYM,100 M J ISRAEL DR,REP,75,BOGALUSA
Washington,4,1/5,BOGALUSA HIGH SCHOOL BOY'S GYM,100 M J ISRAEL DR,REP,75,BOGALUSA
Washington,4,05B,BOGALUSA HIGH SCHOOL BOY'S GYM,100 M J ISRAEL DR,REP,75,BOGALUSA
Washington,4,1/6,BOGALUSA HIGH SCHOOL BOY'S GYM,100 M J ISRAEL DR,REP,75,BOGALUSA
Washington,4,1/7,PLEASANT HILL FIRE STATION,500 WEST 8TH ST,REP,75,BOGALUSA
Washington,4,07B,PLEASANT HILL FIRE STATION,500 WEST 8TH ST,REP,75,BOGALUSA
Washington,4,1/8,LAKEVIEW VOTING BUILDING,1613 HWY 10 EAST,REP,75,BOGALUSA
Washington,4,1/9,DENHAMTOWN ELEMENTARY SCHOOL,1101 AVENUE M,REP,75,BOGALUSA
Washington,4,09A,DENHAMTOWN ELEMENTARY SCHOOL,1101 AVENUE M,REP,75,BOGALUSA
Washington,4,1/10,PALESTINE BAPTIST CHURCH HALL,59369 PALESTINE CHURCH RD,REP,75,BOGALUSA
Washington,4,10A,PALESTINE BAPTIST CHURCH HALL,59369 PALESTINE CHURCH RD,REP,75,BOGALUSA
Washington,4,1/11,PALESTINE BAPTIST CHURCH HALL,59369 PALESTINE CHURCH RD,REP,75,BOGALUSA
Washington,5,1/1,VARNADO FIRE STATION,26021 HWY 21,REP,75,ANGIE
Washington,5,1/2,YACC BUILDING,23052 YACC RD,REP,75,FRANKLINTON
Washington,5,1/3,VARNADO FIRE STATION,26021 HWY 21,REP,75,ANGIE
Washington,6,1/1,DISTRICT 8 FIRE STATION,17610 HWY 16,REP,75,FRANKLINTON
Washington,6,1/2,DISTRICT 7 FIRE STATION,12196 SOUTH CHOCTAW RD,REP,75,BOGALUSA
Washington,6,1/3,DISTRICT 8 FIRE STATION,17610 HWY 16,REP,75,FRANKLINTON
Washington,6,1/4,PLAINVIEW BAPTIST CHURCH HALL,55179 HWY 60,REP,75,BOGALUSA
Washington,7,1/1,ANGIE FIRE STATION,30162 HWY 21,REP,75,ANGIE
Washington,7,01A,ANGIE FIRE STATION,30162 HWY 21,REP,75,ANGIE
Washington,7,1/2,DISTRICT 4 FIRE SUBSTATION,56143 MILL RD,REP,75,FRANKLINTON
Washington,7,1/3,ANGIE FIRE STATION,30162 HWY 21,REP,75,ANGIE
Washington,8,1/1,DISTRICT 3 FIRE STATION,29468 HWY 430,REP,75,FRANKLINTON
Washington,8,1/2,NEW JERUSALEM BAPTIST CHURCH HALL,44030 MAX BRUMFIELD RD,REP,75,FRANKLINTON
Washington,8,1/3,THOMAS SCHOOL,30341 HWY 424,REP,75,FRANKLINTON
Washington,9,1/1,DISTRICT 2 FIRE STATION - RHONDA SYLVEST,39618 HIGHWAY 10,REP,75,FRANKLINTON
St. Tammany,0,3/11,ST TAMMANY LEVEE BOARD BLDG,61134 HWY 1090,REP,76,SLIDELL
St. Tammany,0,3/14,ST TAMMANY LEVEE BOARD BLDG,61134 HWY 1090,REP,76,SLIDELL
St. Tammany,0,3/15,LITTLE OAK MIDDLE SCHOOL,59241 REBEL DR,REP,76,SLIDELL
St. Tammany,0,3/16,BOYET JR HIGH SCHOOL,59295 REBEL DR,REP,76,SLIDELL
St. Tammany,0,3/17,CYPRESS COVE ELEMENTARY SCHOOL,540 S MILITARY RD,REP,76,SLIDELL
St. Tammany,0,3/18,HONEY ISLAND ELEMENTARY SCHOOL,500 S MILITARY RD,REP,76,SLIDELL
St. Tammany,0,3/19,NORTHSHORE HIGH SCHOOL,100 PANTHER DR,REP,76,SLIDELL
St. Tammany,0,3/20,HONEY ISLAND ELEMENTARY SCHOOL,500 S MILITARY RD,REP,76,SLIDELL
St. Tammany,0,3/21,BOYET JR HIGH SCHOOL,59295 REBEL DR,REP,76,SLIDELL
St. Tammany,0,3/22,BOYET JR HIGH SCHOOL,59295 REBEL DR,REP,76,SLIDELL
St. Tammany,0,3/23,NORTHSHORE HIGH SCHOOL,100 PANTHER DR,REP,76,SLIDELL
St. Tammany,0,3/24,TOWERS BUILDING,520 OLD SPANISH TRL,REP,76,SLIDELL
St. Tammany,0,3/26,LITTLE OAK MIDDLE SCHOOL,59241 REBEL DR,REP,76,SLIDELL
St. Tammany,0,3/27,CYPRESS COVE ELEMENTARY SCHOOL,540 S MILITARY RD,REP,76,SLIDELL
St. Tammany,0,3/28,TOWERS BUILDING,520 OLD SPANISH TRL,REP,76,SLIDELL
St. Tammany,0,6/27,SALMEN HIGH SCHOOL,300 SPARTAN DR,REP,76,SLIDELL
St. Tammany,0,909A,SALMEN HIGH SCHOOL,300 SPARTAN DR,REP,76,SLIDELL
St. Tammany,0,7/6,HONEY ISLAND ELEMENTARY SCHOOL,500 S MILITARY RD,REP,76,SLIDELL
St. Tammany,0,7/10,SALMEN HIGH SCHOOL,300 SPARTAN DR,REP,76,SLIDELL
St. Tammany,0,S10,SLIDELL JR HIGH SCHOOL,333 PENNSYLVANIA AVE,REP,76,SLIDELL
St. Tammany,0,S11,SLIDELL JR HIGH SCHOOL,333 PENNSYLVANIA AVE,REP,76,SLIDELL
St. Tammany,0,S16,ABNEY ELEMENTARY SCHOOL,825 KOSTMAYER ST,REP,76,SLIDELL
St. Tammany,0,S17,SALMEN HIGH SCHOOL,300 SPARTAN DR,REP,76,SLIDELL
St. Tammany,0,S21,NORTHSHORE HIGH SCHOOL,100 PANTHER DR,REP,76,SLIDELL
St. Tammany,0,S23,SLIDELL JR HIGH SCHOOL,333 PENNSYLVANIA AVE,REP,76,SLIDELL
St. Tammany,0,S24,ST TAMMANY JUNIOR HIGH SCHOOL,701 CLEVELAND AVE,REP,76,SLIDELL
St. Tammany,0,4/10,WARD 1 COMMUNITY BUILDING,13055 HWY 190,REP,77,GOODBEE
St. Tammany,0,4/13,MADISONVILLE ELEMENTARY SCHOOL,317 HWY 1077,REP,77,MADISONVILLE
St. Tammany,0,4/14,WEST ST. TAMMANY YMCA,71256 FRANCIS RD.,REP,77,COVINGTON
St. Tammany,0,4/15,COQUILLE PARKS AND REC DIST 14,13505 HWY. 1085,REP,77,COVINGTON
St. Tammany,0,106A,COQUILLE PARKS AND REC DIST 14,13505 HWY. 1085,REP,77,COVINGTON
St. Tammany,0,4/16,MADISONVILLE ELEMENTARY SCHOOL,317 HWY 1077,REP,77,MADISONVILLE
St. Tammany,0,4/17,WARD 1 COMMUNITY BUILDING,13055 HWY 190,REP,77,GOODBEE
St. Tammany,0,4/19,WILLIAM PITCHER JR HIGH SCHOOL,415 S JEFFERSON ST,REP,77,COVINGTON
St. Tammany,0,4/20,JB LANCASTER ELEMENTARY SCHOOL,133 PINE CREEK DR,REP,77,MADISONVILLE
St. Tammany,0,4/21,JB LANCASTER ELEMENTARY SCHOOL,133 PINE CREEK DR,REP,77,MADISONVILLE
St. Tammany,0,4/22,MADISONVILLE ELEMENTARY SCHOOL,317 HWY 1077,REP,77,MADISONVILLE
St. Tammany,0,4/23,JB LANCASTER ELEMENTARY SCHOOL,133 PINE CREEK DR,REP,77,MADISONVILLE
St. Tammany,0,4/24,WEST ST. TAMMANY YMCA,71256 FRANCIS RD.,REP,77,COVINGTON
St. Tammany,0,4/25,JB LANCASTER ELEMENTARY SCHOOL,133 PINE CREEK DR,REP,77,MADISONVILLE
St. Tammany,0,4/27,COQUILLE PARKS AND REC DIST 14,13505 HWY. 1085,REP,77,COVINGTON
St. Tammany,0,10/27,WALLACE M POOLE FIRE STATION,74450 HWY 25,REP,77,COVINGTON
St. Tammany,0,11/5,NORTHPARK FIRE STATION,115 NORTHPARK BLVD,REP,77,COVINGTON
St. Tammany,0,11/9,COVINGTON HIGH SCHOOL,73030 LION DR,REP,77,COVINGTON
St. Tammany,0,C01,COVINGTON HIGH SCHOOL,73030 LION DR,REP,77,COVINGTON
St. Tammany,0,C02,WILLIAM PITCHER JR HIGH SCHOOL,415 S JEFFERSON ST,REP,77,COVINGTON
St. Tammany,0,C03,WILLIAM PITCHER JR HIGH SCHOOL,415 S JEFFERSON ST,REP,77,COVINGTON
St. Tammany,0,C04,ST TAMMANY EMERGENCY OPERATIONS CENTER,510 E BOSTON ST,REP,77,COVINGTON
St. Tammany,0,C06,JUSTICE CENTER PARKING GARAGE,601 N JEFFERSON AVE,REP,77,COVINGTON
St. Tammany,0,C07,JUSTICE CENTER PARKING GARAGE,601 N JEFFERSON AVE,REP,77,COVINGTON
St. Tammany,0,C08,JUSTICE CENTER PARKING GARAGE,601 N JEFFERSON AVE,REP,77,COVINGTON
St. Tammany,0,C11,COVINGTON HIGH SCHOOL,73030 LION DR,REP,77,COVINGTON
Jefferson,0,1/9,FIRE STATION NO. 17,6616 KAWANEE AVE.,REP,78,METAIRIE
Jefferson,0,1/11,PHOEBE HEARST ELEMENTARY,5208 WABASH ST,REP,78,METAIRIE
Jefferson,0,1/21,PHOEBE HEARST ELEMENTARY,5208 WABASH ST,REP,78,METAIRIE
Jefferson,0,1/22,PHOEBE HEARST ELEMENTARY,5208 WABASH ST,REP,78,METAIRIE
Jefferson,0,2/20,GREEN PARK ELEMENTARY SCHOOL,1409 N UPLAND ST,REP,78,METAIRIE
Jefferson,0,2/21,DELTA PLAYGROUND,8301 W METAIRIE AVE,REP,78,METAIRIE
Jefferson,0,2/22,GREEN PARK ELEMENTARY SCHOOL,1409 N UPLAND ST,REP,78,METAIRIE
Jefferson,0,2/23,DELTA PLAYGROUND,8301 W METAIRIE AVE,REP,78,METAIRIE
Jefferson,0,2/25,DELTA PLAYGROUND,8301 W METAIRIE AVE,REP,78,METAIRIE
Jefferson,0,2/26,DELTA PLAYGROUND,8301 W METAIRIE AVE,REP,78,METAIRIE
Jefferson,0,2/27,AIRLINE PARK ELEMENTARY SCHOOL,6201 CAMPHOR ST,REP,78,METAIRIE
Jefferson,0,2/28,AIRLINE PARK ELEMENTARY SCHOOL,6201 CAMPHOR ST,REP,78,METAIRIE
Jefferson,0,3/1,FIRST PARISH COURT,924 DAVID DR,REP,78,METAIRIE
Jefferson,0,3/2,T H HARRIS SCHOOL,911 ELISE AVE,REP,78,METAIRIE
Jefferson,0,4/26,LITTLE FARMS PLAYGROUND,10301 S PARK ST,REP,78,RIVER RIDGE
Jefferson,0,4/27,LITTLE FARMS PLAYGROUND,10301 S PARK ST,REP,78,RIVER RIDGE
Jefferson,0,4/28,HICKORY KNOLL CHURCH OF CHRIST,2201 HICKORY AVE,REP,78,RIVER RIDGE
Jefferson,0,4/29,3RD DIST VOL FIRE DEPT ADMIN BLDG,10415 JEFFERSON HWY,REP,78,RIVER RIDGE
Jefferson,0,4/30,3RD DIST VOL FIRE DEPT ADMIN BLDG,10415 JEFFERSON HWY,REP,78,RIVER RIDGE
Jefferson,0,5/1,3RD DIST VOL FIRE STA #32,9421 JEFFERSON HWY,REP,78,RIVER RIDGE
Jefferson,0,5/2,HAZEL PARK ELEMENTARY SCHOOL,8809 JEFFERSON HWY,REP,78,RIVER RIDGE
Jefferson,0,5/3,RIVERSIDE BAPTIST CHURCH,9220 JEFFERSON HWY,REP,78,RIVER RIDGE
Jefferson,0,H001,HARAHAN RECREATIONAL CENTER,6601 10TH ST,REP,78,HARAHAN
Jefferson,0,H002,HARAHAN VOL FIRE CO STA #27,800 RANDOLPH ST,REP,78,HARAHAN
Jefferson,0,H003,HARAHAN RECREATIONAL CENTER,6601 10TH ST,REP,78,HARAHAN
Jefferson,0,H004,HARAHAN RECREATIONAL CENTER,6601 10TH ST,REP,78,HARAHAN
Jefferson,0,H005,PAUL J. CAPERINO RESIDENCE,271 ROSELAND PKWY,REP,78,HARAHAN
Jefferson,0,H006,HARAHAN CITY HALL,6437 JEFFERSON HWY,REP,78,HARAHAN
Jefferson,0,H007,HARAHAN ELEMENTARY SCHOOL,6723 JEFFERSON HWY,REP,78,HARAHAN
Jefferson,0,H008,ST RITA'S CHURCH,7118 JEFFERSON HWY,REP,78,HARAHAN
Jefferson,0,H009,HARAHAN SENIOR CITIZENS CENTER,100 ELODIE AVE,REP,78,HARAHAN
Jefferson,0,1/18,ALICE BIRNEY ELEM SCHOOL,4829 HASTINGS ST,REP,80,METAIRIE
Jefferson,0,1/19,"WELLNESS CTR, E JEFF GENL HOSP",3726 HOUMA BLVD,REP,80,METAIRIE
Jefferson,0,1/20,"WELLNESS CTR, E JEFF GENL HOSP",3726 HOUMA BLVD,REP,80,METAIRIE
Jefferson,0,1/23,J D MEISLER MIDDLE SCHOOL,3700 CLEARY AVE,REP,80,METAIRIE
Jefferson,0,1/24,J D MEISLER MIDDLE SCHOOL,3700 CLEARY AVE,REP,80,METAIRIE
Jefferson,0,1/29,J D MEISLER MIDDLE SCHOOL,3700 CLEARY AVE,REP,80,METAIRIE
Jefferson,0,1/31,EAST BANK FIRE STATION #18,3430 N CAUSEWAY BLVD,REP,80,METAIRIE
Jefferson,0,2/1,LAKESHORE LIBRARY,1000 W ESPLANADE AVE,REP,80,METAIRIE
Jefferson,0,2/2,J C ELLIS ELEM SCHOOL,801 BROCKENBRAUGH CT,REP,80,METAIRIE
Jefferson,0,2/4,LAKESHORE LIBRARY,1000 W ESPLANADE AVE,REP,80,METAIRIE
Jefferson,0,2/5,LAKESHORE LIBRARY,1000 W ESPLANADE AVE,REP,80,METAIRIE
Jefferson,0,2/6,J C ELLIS ELEM SCHOOL,801 BROCKENBRAUGH CT,REP,80,METAIRIE
Jefferson,0,2/9,J C ELLIS ELEM SCHOOL,801 BROCKENBRAUGH CT,REP,80,METAIRIE
Jefferson,0,3/10,METAIRIE MANOR,4929 YORK ST,REP,80,METAIRIE
Jefferson,0,3/11,EAST BANK REGIONAL LIBRARY,4747 W NAPOLEON AVE,REP,80,METAIRIE
Jefferson,0,3/13,EAST BANK REGIONAL LIBRARY,4747 W NAPOLEON AVE,REP,80,METAIRIE
Jefferson,0,3/14,EAST BANK REGIONAL LIBRARY,4747 W NAPOLEON AVE,REP,80,METAIRIE
Jefferson,0,3/15,EAST JEFFERSON HIGH SCHOOL,400 PHLOX AVE,REP,80,METAIRIE
Jefferson,0,3/16,EAST BANK REGIONAL LIBRARY,4747 W NAPOLEON AVE,REP,80,METAIRIE
Jefferson,0,3/17,EAST BANK REGIONAL LIBRARY,4747 W NAPOLEON AVE,REP,80,METAIRIE
Jefferson,0,3/18,EAST BANK REGIONAL LIBRARY,4747 W NAPOLEON AVE,REP,80,METAIRIE
Jefferson,0,3/19,CLEARY PLAYGROUND GYM,3700 CIVIC ST,REP,80,METAIRIE
Jefferson,0,3/21,CLEARY PLAYGROUND GYM,3700 CIVIC ST,REP,80,METAIRIE
Jefferson,0,3/22,METAIRIE SENIOR CITIZENS CTR,265 N CAUSEWAY BLVD,REP,80,METAIRIE
Jefferson,0,3/23,JOSEPH C MOSCONA ELEMENTARY SCHOOL,219 SEVERN AVE,REP,80,METAIRIE
Jefferson,0,3/24,JOSEPH C MOSCONA ELEMENTARY SCHOOL,219 SEVERN AVE,REP,80,METAIRIE
Jefferson,0,3/25,METAIRIE SENIOR CITIZENS CTR,265 N CAUSEWAY BLVD,REP,80,METAIRIE
Jefferson,0,3/26,METAIRIE SENIOR CITIZENS CTR,265 N CAUSEWAY BLVD,REP,80,METAIRIE
Jefferson,0,3/27,METAIRIE SENIOR CITIZENS CTR,265 N CAUSEWAY BLVD,REP,80,METAIRIE
Jefferson,0,2/7,J C ELLIS ELEM SCHOOL,801 BROCKENBRAUGH CT,REP,82,METAIRIE
Jefferson,0,2/12,LAKESHORE PLAYGROUND,1125 ROSA AVE,REP,82,METAIRIE
Jefferson,0,2/29,EAST BANK FIRE STA #16,5200 LAFRENIERE ST,REP,82,METAIRIE
Jefferson,0,3/3,AIRLINE PARK ELEMENTARY SCHOOL,6201 CAMPHOR ST,REP,82,METAIRIE
Jefferson,0,3/4,AIRLINE PARK ELEMENTARY SCHOOL,6201 CAMPHOR ST,REP,82,METAIRIE
Jefferson,0,3/5,T H HARRIS SCHOOL,911 ELISE AVE,REP,82,METAIRIE
Jefferson,0,3/6,T H HARRIS SCHOOL,911 ELISE AVE,REP,82,METAIRIE
Jefferson,0,3/8,FIRST PARISH COURT,924 DAVID DR,REP,82,METAIRIE
Jefferson,0,3/9,ST MARTIN EPISCOPAL SCHOOL,225 GREEN ACRES RD,REP,82,METAIRIE
Jefferson,0,3/12,FIRE STATION #13,4642 CALUMET ST,REP,82,METAIRIE
Jefferson,0,3/20,CLEARY PLAYGROUND GYM,3700 CIVIC ST,REP,82,METAIRIE
Jefferson,0,3/28,JOSEPH C MOSCONA ELEMENTARY SCHOOL,219 SEVERN AVE,REP,82,METAIRIE
Jefferson,0,3/29,OLD METAIRIE LIBRARY,2350 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,3/30,FIRE STATION #15,1101 NORTH I-10 SERVICE RD,REP,82,METAIRIE
Jefferson,0,3/31,FIRE STATION #15,1101 NORTH I-10 SERVICE RD,REP,82,METAIRIE
Jefferson,0,4/1,METAIRIE ACADEMY,201 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,4/2,OLD METAIRIE LIBRARY,2350 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,4/3,WALLY PONTIFF JR PLYGRD GOLDEN AGE CENTR,1521 PALM ST,REP,82,METAIRIE
Jefferson,0,4/4,FIRE STATION #14,1714 EDINBURGH ST,REP,82,METAIRIE
Jefferson,0,4/5,WALLY PONTIFF JR PLYGRD GOLDEN AGE CENTR,1521 PALM ST,REP,82,METAIRIE
Jefferson,0,4/6,METAIRIE ACADEMY,201 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,4/7,FIRE STATION #14,1714 EDINBURGH ST,REP,82,METAIRIE
Jefferson,0,4/8,METAIRIE ACADEMY,201 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,4/9,METAIRIE ACADEMY,201 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,4/10,WALLY PONTIFF JR PLYGRD GOLDEN AGE CENTR,1521 PALM ST,REP,82,METAIRIE
Jefferson,0,4/11,METAIRIE ACADEMY,201 METAIRIE RD,REP,82,METAIRIE
Jefferson,0,4/12,WALLY PONTIFF JR PLYGRD GOLDEN AGE CENTR,1521 PALM ST,REP,82,METAIRIE
Jefferson,0,4/14,JOSEPH S YENNI BUILDING,1221 ELMWOOD PK BLVD,REP,82,HARAHAN
Jefferson,0,4/15,EAST JEFFERSON HIGH SCHOOL,400 PHLOX AVE,REP,82,METAIRIE
Jefferson,0,125A,JOSEPH S YENNI BUILDING,1221 ELMWOOD PK BLVD,REP,82,HARAHAN
Jefferson,0,125B,JOSEPH S YENNI BUILDING,1221 ELMWOOD PK BLVD,REP,82,HARAHAN
Jefferson,0,5/5,ROSEDALE LIBRARY,4036 JEFFERSON HWY,REP,82,JEFFERSON
Jefferson,0,5/6,JEFFERSON SENIOR CENTER,4518 JEFFERSON HWY,REP,82,JEFFERSON
Jefferson,0,5/7,JEFFERSON SENIOR CENTER,4518 JEFFERSON HWY,REP,82,JEFFERSON
Jefferson,0,5/8,RIVERDALE HIGH SCHOOL,240 RIVERDALE DR,REP,82,JEFFERSON
Jefferson,0,5/9,RIVERDALE HIGH SCHOOL,240 RIVERDALE DR,REP,82,JEFFERSON
Jefferson,0,5/10,JEFFERSON SENIOR CENTER,4518 JEFFERSON HWY,REP,82,JEFFERSON
Jefferson,0,5/11,RIVERDALE HIGH SCHOOL,240 RIVERDALE DR,REP,82,JEFFERSON
Jefferson,0,5/12,HAZEL HURST COMMUNITY CENTER,1121 S CAUSEWAY BLVD,REP,82,JEFFERSON
Jefferson,0,5/13,OCHSNER DISCOVERY HEALTH SCIENCE ACADEMY,1108 SHREWSBURY RD,REP,82,JEFFERSON
Jefferson,0,5/15,OCHSNER DISCOVERY HEALTH SCIENCE ACADEMY,1108 SHREWSBURY RD,REP,82,JEFFERSON
Jefferson,0,5/17,OCHSNER DISCOVERY HEALTH SCIENCE ACADEMY,1108 SHREWSBURY RD,REP,82,JEFFERSON
Jefferson,0,150A,WAGGAMAN PLAYGROUND,516 DANDELION ST,REP,83,WAGGAMAN
Jefferson,0,150B,WAGGAMAN PLAYGROUND,516 DANDELION ST,REP,83,WAGGAMAN
Jefferson,0,5/30,CHERBONNIER/RILLIEUX ELEMENTARY,700 DANDELION DR,REP,83,WAGGAMAN
Jefferson,0,5/31,BRIDGE CITY VOLUNTEER FIRE CO. NO. 1,2220 BRIDGE CITY AVE.,REP,83,BRIDGE CITY
Jefferson,0,6/1,KENNEDY HEIGHTS PLAYGROUND GYM,248 MISSION CT,REP,83,AVONDALE
Jefferson,0,6/2,KENNEDY HEIGHTS PLAYGROUND GYM,248 MISSION CT,REP,83,AVONDALE
Jefferson,0,6/3,EMMETT GILBERT SCHOOL,435 S JAMIE BLVD,REP,83,AVONDALE
Jefferson,0,6/4,HAROLD MCDONALD SR PARK,900 DRAKE AVE.,REP,83,WESTWEGO
Jefferson,0,157A,EMMETT GILBERT SCHOOL,435 S JAMIE BLVD,REP,83,AVONDALE
Jefferson,0,6/18,9 MILE PT VOL FIRE CO STA #78,1024 OAK AVE,REP,83,9 MILE PT
Jefferson,0,179B,MARRERO SENIOR COMMUNITY CTR,1861 AMES BLVD,REP,83,MARRERO
Jefferson,0,6/28,2ND ZION BAPTIST CHURCH,6520 SECOND ZION AVE,REP,83,MARRERO
Jefferson,0,7/5,L W HIGGINS HIGH SCHOOL,7201 LAPALCO BLVD,REP,83,MARRERO
Jefferson,0,7/6,L W HIGGINS HIGH SCHOOL,7201 LAPALCO BLVD,REP,83,MARRERO
Jefferson,0,7/9,ESTELLE ELEMENTARY SCHOOL,2800 BARATARIA BLVD,REP,83,MARRERO
Jefferson,0,7/18,2ND ZION BAPTIST CHURCH,6520 SECOND ZION AVE,REP,83,MARRERO
Jefferson,0,7/19,L W HIGGINS HIGH SCHOOL,7201 LAPALCO BLVD,REP,83,MARRERO
Jefferson,0,W001,WESTWEGO VOL FIRE CO STA #92,300 COLUMBUS AVE,REP,83,WESTWEGO
Jefferson,0,W002,WESTWEGO VOL FIRE CO STA #92,300 COLUMBUS AVE,REP,83,WESTWEGO
Jefferson,0,W003,WESTWEGO EMS STATION,677 AVENUE H,REP,83,WESTWEGO
Jefferson,0,W004,WESTWEGO EMS STATION,677 AVENUE H,REP,83,WESTWEGO
Jefferson,0,W005,ISAAC G JOSEPH ELEMENTARY SCHOOL,1525 SPRUCE ST,REP,83,WESTWEGO
Jefferson,0,W006,LOUIS MARRERO PARK GYMNASIUM,1200 AVENUE D,REP,83,WESTWEGO
Jefferson,0,W007,LOUIS MARRERO PARK GYMNASIUM,1200 AVENUE D,REP,83,WESTWEGO
Jefferson,0,6/22,CHARLES B ODOM SR SERVICE CTR,5001 WEST BANK EXPRESSWAY,REP,84,MARRERO
Jefferson,0,6/23,MAR-HARVEY VOL FIRE CO STA #81,808 MACARTHUR AVE,REP,84,HARVEY
Jefferson,0,6/24,MARRERO MIDDLE SCHOOL,4100 SEVENTH ST,REP,84,MARRERO
Jefferson,0,6/25,MAR-HARVEY VOL FIRE CO STA #81,808 MACARTHUR AVE,REP,84,HARVEY
Jefferson,0,6/26,MARRERO MIDDLE SCHOOL,4100 SEVENTH ST,REP,84,MARRERO
Jefferson,0,6/30,CHARLES B ODOM SR SERVICE CTR,5001 WEST BANK EXPRESSWAY,REP,84,MARRERO
Jefferson,0,7/1,WYNHOVEN APARTMENTS,4600 TENTH ST,REP,84,MARRERO
Jefferson,0,7/2,JOHN EHRET HIGH SCHOOL,4300 PATRIOT ST,REP,84,MARRERO
Jefferson,0,185A,ELLA PITTMAN ELEMENTARY SCHOOL,3800 13TH ST,REP,84,HARVEY
Jefferson,0,185B,ELLA PITTMAN ELEMENTARY SCHOOL,3800 13TH ST,REP,84,HARVEY
Jefferson,0,7/7,JEFFERSON PARISH HEALTH UNIT,1855 AMES BLVD,REP,84,MARRERO
Jefferson,0,7/8,PARD PLAYGROUND,5185 EIGHTY ARPENT RD,REP,84,MARRERO
Jefferson,0,7/10,C T JANET ELEMENTARY SCHOOL,2500 BENT TREE BLVD,REP,84,MARRERO
Jefferson,0,193A,ALLEN ELLENDER MIDDLE SCHOOL,4501 AMES BLVD,REP,84,MARRERO
Jefferson,0,193B,ALLEN ELLENDER MIDDLE SCHOOL,4501 AMES BLVD,REP,84,MARRERO
Jefferson,0,194A,C T JANET ELEMENTARY SCHOOL,2500 BENT TREE BLVD,REP,84,MARRERO
Jefferson,0,194B,C T JANET ELEMENTARY SCHOOL,2500 BENT TREE BLVD,REP,84,MARRERO
